fid,OBJECTID,Name,Contact,Address,Longitude,Lattitude
247,90945,Shan e Pakistan grammar school Ali Raza Abad,+92 331 4114009,"Lahore, Pakistan",74.2201741,31.4380479
248,90974,Al Rehman Education System,+92 345 6363116,"99 C,, Block A, Lahore, Pakistan",74.2221341,31.4132211
249,90975,Umar Grammar School,+92 42 35958150,"188-B, Sher Shah Colony, Lahore, Pakistan",74.2212832,31.4134191
250,90981,Rukhsana Public School,,"C Block, Muhafiz Town, Lahore, Pakistan",74.221922,31.4516909
251,91005,al qalam school,+92 321 4228431,"Unnamed Rd,, Lahore, Pakistan",74.2235068,31.4186244
252,91009,Allied School,,"Mohafiz Town E Block Main Rd, Lahore, Pakistan",74.2238049,31.4522634
253,91063,Jinnah Public Computer School,,"Dubai Town, Shersha Road, Raiwind Rd, Lahore, Pakistan",74.2260776,31.4138678
254,91067,The Knownledge School (Kaiwan Campus),+92 302 4024432,"Main Road Shershah Colony Raiwind Road Lahore, Lahore, Pakistan",74.227768,31.413931
255,91070,TCF School Dubai Campus,+92 42 111 823 823,"Lahore, Pakistan",74.2275311,31.4247265
256,91162,PakTurk Lahore Little Hearts Pre-School,+92 303 4455296,"Raiwind Rd, Lahore, Pakistan",74.2302674,31.4206361
257,91253,Government High School,,"Lahore, Pakistan",74.2325388,31.4333154
258,91273,Lahore City School,,"786/2 T & T Housing Society Main Roar, Raiwind Rd, Lahore, Pakistan",74.2339185,31.4127831
259,91276,Greenfield International School,,"56 S Doctor's Society Thokhar, Lahore, Pakistan",74.2350533,31.4603343
260,91287,Pepperdine School Network (Raiwind Campus),+92 42 35321156,"Raiwind Road, Lahore, Pakistan",74.235653,31.412292
261,91290,Dar e Arqam School 45 A,+92 333 4301599,"45 A, TnT, Aabpara, Lahore, Pakistan",74.2353906,31.4123719
262,91326,The Trust School,+92 42 37028465,"22 Westwood Colony Thokar, Mohlanwal Road, Lahore, Pakistan",74.2373962,31.4668793
263,91327,Dar-e-Arqam School,,"Westwood Colony، Lahore, Pakistan",74.2372356,31.4657343
264,91329,Unique School,,"Westwood Colony, Lahore, Pakistan",74.23761628,31.46546417
265,91330,The Educators FM Campus II,+92 42 37499427,"Westwood Colony, Lahore, Pakistan",74.2385737,31.4655088
266,91350,Prime Education School,+92 322 4369809,"Prime education high school, Lahore, Pakistan",74.23802657,31.48027588
267,91352,Govt Primary School salmat Pura Niaz Baig Thokar,,"Lahore, Pakistan",74.236774,31.4837145
268,91373,Smokers Edge,,"339-B, 339-B Punjab University Employees Housing Scheme, Lahore, Pakistan",74.2393894,31.45551
269,91376,AIG School,+92 42 37498237,"Westwood Colony, Lahore, Pakistan",74.23980278,31.46757708
270,91415,Allied School,+92 42 35964333,"Sharshar Town, Niazbeg Rd, Lahore, Pakistan",74.2398334,31.4778847
271,91418,Government Primary School Ahmadabad,,"Lahore, Pakistan",74.2398816,31.4831367
272,91425,Misbah Hostel,,"Westwood Colony, Lahore, Pakistan",74.24069401,31.46546353
273,91467,Mohammadia Public Girls High School,,"Multan Rd, Sarshar Town, Thokar Niaz Baig, Lahore, Punjab, Lahore, Pakistan",74.24125,31.47257
274,91493,The Westbridge School,+92 42 35964116,"Lahore, Pakistan",74.24047042,31.47633748
275,91526,Shad Bad Public School,+92 300 4514189,"Thokar Niaz Baig, Lahore, Pakistan",74.2412227,31.4779488
276,91532,Naseem Nisar Model High School,,"Tariq Ismaeel Rd, Lahore, Pakistan",74.2431515,31.4289108
277,91535,SAT Preparation Institute in Lahore,+92 335 6096096,"29 Sultan Town Main Raiwind Road، Lahore 54660, Pakistan",74.242861,31.460024
278,91545,Pride Public High School and Girls College,+92 42 35963300,"1 Km Raiwind Road, Lahore, Pakistan",74.2438567,31.461244
279,91559,LACAS Canal Side Campus for Boys,+92 42 35963214,"Kibria Town, Lahore, Pakistan",74.243728,31.4635136
280,91909,Riaz Farooqi Govt. Primary School,+92 334 4243311,"Kachi Kothi Stop Jan Muhammad Road, Lahore, Pakistan",74.2462693,31.4507054
281,91912,The Knowledge School-Ha'beel Campus,+92 42 35300023,"-c Raiwind Rd. Pakistan, 23 Main Blvd, Lahore, Pakistan",74.2460266,31.454677
282,91938,Allied School Raiwind Road,,"Ali Town, Lahore, Pakistan",74.2455894,31.4623742
283,91955,Al Abbas Hostel,,"Ali Town, Lahore, Pakistan",74.245303,31.464456
284,91957,The Hope School System,,"Shan Bhatti Rd, Lahore, Pakistan",74.2458951,31.4647078
285,91967,Ashraf Foundation Lahore,+92 42 35292113,"Canal Burg, Lahore, Pakistan",74.2466602,31.4733834
286,91973,The Punjab School,+92 42 35954324,"Gulshan-E-Lahore, Lahore, Pakistan",74.2488617,31.4236919
287,91974,Bloomfield Hall School Lahore,,"Lahore, Pakistan",74.2486689,31.4269194
288,91977,The Dawn School,+92 345 8615458,"Nawab Town, Lahore, Pakistan",74.248745,31.452321
289,91979,The Career Academy Lahore,,"The career academy nawab town near beacon house school boys branch, Lahore, Pakistan",74.2484795,31.4552641
290,92011,The Salient Academy,,"m, 56 Block J, Lahore, Pakistan",74.24847497,31.4759856
291,92022,Allama Iqbal School,,"Allama Iqbal School road, Lahore, Pakistan",74.2486818,31.477625
292,92027,Nasheman-e-Iqbal p1 426 Tahir,,"Khayaban-e-Jinnah, Lahore, Pakistan",74.2497763,31.4304849
293,92035,Beaconhouse School System Boys Branch,,"Block B, Lahore, Pakistan",74.2496621,31.4546983
294,92036,Beaconhouse School System Girls' Campus,,"5 off, 1 Raiwind Rd, Lahore 54000, Pakistan",74.2497897,31.4552083
295,92037,Beaconhouse canal side campus,+92 42 35341600,"Block B, Lahore, Pakistan",74.2495688,31.4558727
296,92051,The Educators,+92 42 35310692,"Shahrah Nazaria-e-Pakistan, Lahore, Pakistan",74.2497996,31.4691994
297,92070,Allied School Canal View Campus,+92 42 38500160,"105-A, Lahore, Pakistan",74.2503039,31.4740033
298,92095,Leaders Canadian School,+92 323 5323377,"Valencia Main Blvd, Lahore, Pakistan",74.2523324,31.4140784
299,92111,Government Primary School For Boys,,"Nasheman-e-Iqbal Housing Society, Lahore, Pakistan",74.2525578,31.433634
300,92112,The Educators Par Excellence Group of Schools (Nasheman campus=,,"Bahria Nasheman, Lahore, Pakistan",74.2528223,31.4336366
301,92118,Decent Public School,+92 322 4918148,"40 Jaffar Town,, Jan Muhammad Road, Lahore, Pakistan",74.2523871,31.4473943
302,92129,The Punjab School,,"443 Block K، johr town، Lahore, Pakistan",74.2518785,31.4649137
303,92147,The Knowledge School,+92 42 35300955,"Shahrah Nazaria-e-Pakistan, Lahore, Pakistan",74.2511521,31.4676512
304,92150,Hamza Foundation,+92 336 8043646,"Johar Town, Lahore, Pakistan",74.2522295,31.4696349
305,92156,School of International Science And Arts,,"Service Rd, Lahore, Pakistan",74.2514809,31.4726715
306,92169,LAPS,+92 42 35294783,"547-K Opposite Cotton Craft- Gate No.3, Canal View Housing Society، Multan Road، Lahore",74.25171831,31.48170893
307,92170,London Academic Plan School Canal View,+92 42 35294857,"547-K Cotton Creft, Gate No-3, Canal View Housing Society, Lahore., Canal View Main Blvd, Lahore, Pakistan",74.2516217,31.4817094
308,92208,Bloom Field Hall Khayaban E Jinnah Lahore,,"Khayaban-e-Jinnah, Lahore, Pakistan",74.25404069,31.43141891
309,92238,Jamia-Tul-Madina Faizan E Madina,+92 312 0489219,"Block K, Lahore, Pakistan",74.2539901,31.4641038
310,92264,Khan School,,"322 Johar Town - Phase 2, Lahore, Pakistan",74.2546658,31.4708927
311,92297,NGS Preschool Valancia,+92 42 35210458,"23 D, Valancia Town Lahore، Main Boulevard Rd S، Lahore, Pakistan",74.2562874,31.4122935
312,92299,Lahore Grammer School,,"Block A, Lahore, Pakistan",74.25554,31.4144111
313,92300,Lgs Valancia Town,,"Block A, Lahore, Pakistan",74.2554391,31.4144844
314,92363,allied school Valencia Campus,,"Gulshan-E-Lahore, Lahore, Pakistan",74.256971,31.4253361
315,92370,Unique Science Academy Nasheman-E-Iqbal Campus,+92 320 0006877,"M, Street 12, Lahore, Pakistan",74.2575091,31.4348539
316,92462,The Aspire Science Academy,+92 321 4271686,"Block K3, Lahore, Pakistan",74.2610778,31.4201422
317,93875,TCF School,,"Unnamed Rd, Marl Mari, Pakistan",74.4448788,31.6381669
318,94009,Kotdialdas,+92 333 8382647,"Jaranwala Rd، Shahdara, Pakistan",74.2655745,31.61358016
319,94013,HOCI,+92 42 37928961,"Shahdara, Pakistan",74.26584897,31.6134544
320,94015,Jamia Hayat Ul Quran,+92 42 37910723,"Jaranwala Rd, Shahdara 54950, Pakistan",74.2656526,31.613684
321,94017,Fazal Park,+92 334 0482535,"Rehmat building fazal park baradary road, Shahdara, Pakistan",74.26585007,31.6134575
322,94050,Bait-ur_Raffah Maktab Girls High School,,"Shahdara, Pakistan",74.268887,31.6134031
323,94072,New Union Girls High School,,"Sheikhupura Rd, Begum Kot, Shahdara, Lahore, Punjab, Shahdara, Pakistan",74.270372,31.6151269
324,94116,Jinnah Islamia High School,+92 334 9940339,"Baddo, Shahdara 54000, Pakistan",74.2751525,31.6191577
325,94118,The Educators Hassan Campus,+92 42 37932100,"25 no Stop Jia Musa Shahdara Lahore, Al-Raai Rd, Shahdara, Pakistan",74.2764334,31.619287
326,94135,The Learners College (Muhammad Ali Park Campus),+92 334 9940339,"Kot Haleem Khan Shahdra Rd, Kasur, Pakistan",74.2774266,31.6178533
327,94162,Glorious Science Academy,+92 321 4589403,"Chattha Park, Shahdara, Pakistan",74.2792873,31.6273205
328,94183,The Orial School,,"54-B SHEIKHUPURA ROAD, JIA MOUSA., Shahdara, Pakistan",74.2806123,31.617357
329,94188,City District Government Girls High School,,"jia musa Shahdara، Shahdara, Pakistan",74.2811042,31.6192545
330,94205,Hashmi Lodge Jia Musa,+92 345 4314306,"hafiz street jia musa Shahdara, Shahdara, Pakistan",74.281933,31.6167251
331,94232,The Legends College,+92 334 1148030,"Shahdara, Pakistan",74.2823662,31.6211127
332,94236,Government M.C Boys School,,"Shahdara, Pakistan",74.2823485,31.6299656
333,94241,Haseeb Model High School,+92 42 37929266,"Wandala Rd, Shahdara, Pakistan",74.283493,31.6317661
334,94244,govt Degree Collage for women,,"Wandala Rd, Lahore, Pakistan",74.28228538,31.63244278
335,94250,"Govt. Vocational Training Institute, Jia Musa, Lahore. (TEVTA)",,"Shahdara, New Delhi, Delhi, India",74.284071,31.6171562
336,94265,Ekhwan-ul-Muslimeen Model High School,,"Sheikhupura Rd, Jiya Musa, Shahdara, Lahore, Punjab, Shahdara, Pakistan",74.2844289,31.6178461
337,94277,sir shahab park,,"Shahdara, Pakistan",74.28474703,31.6303065
338,94282,Government College Of Technology For Glass And Ceramics,+92 301 4096142,"near fan GT road, Link Rd, Lahore, Pakistan",74.28335083,31.63559753
339,94326,royal school,,"Mehmood Shaheed Road, Shahdara 54000, Pakistan",74.28651387,31.62747597
340,94415,GIST Educational Institute,,"shahdra csmpus, Shahdara, Pakistan",74.28838615,31.62390942
341,94440,The Learners College,+92 42 37932930,"GT Rd, Shahdara, Lahore 54950, Pakistan",74.2882419,31.6260281
342,94442,The House of Accounting,+92 42 37923492,"Shahdara, Pakistan",74.2876893,31.6262964
343,94454,The Learners High School,,"GT Rd, Shahdara, Lahore 54950, Pakistan",74.2882359,31.6260665
344,94468,Stars High School (Boys & Girls),+92 42 37912293,"Shahdara, Pakistan",74.2874862,31.6270307
345,94470,The Learners KIds Campus Shahdra,+92 42 37921343,"54000,, Mehmood Shaheed Road, Shahdara 54000, Pakistan",74.2874205,31.6273911
346,94542,Virtual University,,"N 31.61504° E 74.29039°, Shahdara, Pakistan",74.29039,31.61504
347,94591,Allied School,+92 300 8400123,"Main Bazar, Opp. Bus Stop، Shahdara, Pakistan",74.2905755,31.6192003
348,94608,Sadat School,,"Shahdara, Pakistan",74.28907,31.6207864
349,94640,Gist Educators,,"G.T. Rd, Shahdara, Pakistan",74.2892072,31.6241631
350,94643,"CDG Girls High School, Factory Aria Shahdara, Lahore",,"Shahdara, Pakistan",74.2894559,31.6256056
351,94644,City District Government Girls High School Factory Area,,"Shahdara, Pakistan",74.2896413,31.6255513
352,94645,"CDG Boys High School, Factory Area Shahdara.",+92 42 37931690,"Shahdara, Pakistan",74.2893362,31.6260612
353,94692,Government M.P.E High School,,"Basharat Rasul Shaheed Rd, Shahdara, Pakistan",74.297018,31.6243712
354,94696,New Centra lModel School,+92 313 4616939,"Muslim Park, Shahdara, Pakistan",74.297576,31.6276782
355,94697,the shahdara foundation high school,,"9- park, Jahangir Tomb Rd, Shahdara, Pakistan",74.29881976,31.61973793
356,94716,The Aims School System,+92 42 37921903,"231, main shahdra town، Lahore 54000, Pakistan",74.305561,31.625782
357,94717,Muslim Ideal School (Girls and Kids Campus),,"Shahdara, Pakistan",74.3057513,31.6258237
358,94718,Dreamland Publuc School,,"Naeem Park Shahdara Town, Lahore, Pakistan",74.30599,31.625623
359,94724,Ideal School,,"Main Bazar Rd, Lahore, Pakistan",74.3074661,31.6271832
360,94727,Govt. Girls Middle School,,"Dhair, Shahdara, Pakistan",74.3068594,31.6357454
361,94971,Hashmat School,+92 321 8485865,"Imamia Colony, Ferozewala, Pakistan",74.2825234,31.6467382
362,94972,Hashmat School System,+92 42 37332125,"Imamia Colony, Ferozewala, Pakistan",74.2827863,31.6465361
363,94977,Government High School,,"Imamia Colony Rd, Ferozewala, Pakistan",74.2835024,31.6471026
364,95098,Goverment High School,+92 321 8485865,"Imamia Colony Rd, Shahdara, Pakistan",74.2837183,31.6472077
365,95099,Government Boys High School,+92 321 8485865,"Imamia Colony Rd, Shahdara, Pakistan",74.2837887,31.647192
366,95139,Start School,,"Ferozewala, Pakistan",74.2857601,31.6412594
367,95166,Zakria Foundation High School,,"Shahdara-Narang Mandi Rd, Jamil Park, Shahdara Town, Ferozwala, Punjab, Ferozewala, Pakistan",74.288484,31.6447259
368,95169,Ideal Scjo,,"Barkat Town, Daska, Pakistan",74.289087,31.6430739
369,95176,"Standard Model High School, Qaiser Town, Shahdara, Lahore",,"Shahdara, Pakistan",74.2926863,31.6402179
370,95250,Iqra Public Model School,,"Main Bazar Jameel Park, Haji Kot, Pakistan",74.3066955,31.6603312
371,95332,Nur Foundation - Malikpur School,,"Malak Pur, Pakistan",74.4729063,31.6764968
372,95374,Fatima Foundation High School,+92 322 4284457,"Muslimabad, Lahore, Pakistan",74.4017674,31.5640412
373,95393,THE BEST SCIENCE ACADEMY,+92 323 4841512,"Nabi Pura, Lahore, Pakistan",74.3987951,31.5680485
374,95396,educaotrs jallo campus 2,,"Gulshan Park Rd, Lahore, Pakistan",74.3986621,31.57129188
375,95401,Hameed Pura,,"Hameed Pura, Lahore, Pakistan",74.4002477,31.5756207
376,95407,Gulistan Public High School,,"Lahore, Pakistan",74.4008973,31.5785928
377,95411,Ethics Grammar School,+92 42 36521755,"Daroghewala, Lahore, Pakistan",74.3993095,31.5808067
378,95418,Apex School,,"Lahore, Pakistan",74.40157165,31.58032344
379,95420,Sardar Public High School,+92 345 4690669,"Sue Wala Rd, Lahore 54920, Pakistan",74.3995817,31.5826633
380,95423,Nayab Public High School,,"Lahore, Pakistan",74.399162,31.5834299
381,95438,Laurelbank Public School SRCI,+92 42 36824127,"Grand Trunk Rd, Lahore, Pakistan",74.39851747,31.58663013
382,95478,Al Khalid Group of Education,+92 42 36854646,"Lahore, Pakistan",74.39819207,31.58796329
383,95485,Irfan Ul Quran Islamic Center,+92 300 8444485,"Devioura, Lahore, Pakistan",74.4014522,31.5905185
384,95489,Masjid Gulzar-e-Madina,,"Daroghawala, Lahore, Pakistan",74.4005191,31.5928147
385,95490,Scientific Academy,+92 321 8513547,"Daroghewala, Lahore, Pakistan",74.3986255,31.5925279
386,95504,Prime Academy,,"Lahore, Pakistan",74.4017711,31.598424
387,95530,Our Own Public High School,,"Lahore, Pakistan",74.4031417,31.5683862
388,95532,Shadab Model High School,,"Gulshan Park Rd, Lahore, Pakistan",74.4020523,31.5713956
389,95537,The Smart School,+92 321 4100096,"Lahore, Pakistan",74.4021083,31.583357
390,95542,Pak Educator School,,"Sue Wala Rd, Lahore, Pakistan",74.40342896,31.5835977
391,95543,Asad Grammar School,+92 42 38590862,"Daroghewala, Lahore, Pakistan",74.4036488,31.5839122
392,95545,Paragon Model High School,+92 300 9454119,"Post Office Street Astana naqsh bandi Daroghawala, Lahore 54920, Pakistan",74.402868,31.586121
393,95573,Little Star Pilot School,+92 323 4539945,"Daroghewala, Lahore, Pakistan",74.4033782,31.5891689
394,95575,Orient Grammar School,+92 300 9457808,"Hakeem M. Ajmal Khan Rd, Lahore, Pakistan",74.40333029,31.59008372
395,95590,Usmania High School,,"Band Rd, Khara Khu, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.40238914,31.59421565
396,95594,Umer Public School,+92 322 8855006,"Shadi Pura, Lahore, Pakistan",74.4021767,31.5993612
397,95615,Wahad Middle School,,"Shalamar Town, Lahore, Pakistan",74.4046942,31.5720744
398,95669,Laraib Sun Rise School System,,"Main near Aziz Pulli, Jehangir Rd, Lahore, Pakistan",74.4072359,31.5680489
399,95672,City Grammer school the product of candle light school system,+92 323 5257302,"Fateh Garh Rd, Lahore, Pakistan",74.4062054,31.5742852
400,95697,Roshni Model High School Shah Alam Colony Tajpura Lahore,,"Lahore, Pakistan",74.4073004,31.5590337
401,95701,Mohsin's First School,,"Tajpura, Lahore, Pakistan",74.4083834,31.5627422
402,95716,"Iqra Public Model G/H School, A-Block Mehar Fiaz Colony Fateh Garh",+92 324 1484429,"Lahore, Pakistan",74.40797842,31.57534753
403,95724,Savant Grammar School,+92 323 9510000,Zaitoon Colony Daroghawala Lahore، Lahore 54920,74.407521,31.58544
404,95726,Almas Science Academy,+92 321 3525132,"Zaitoon Colony, Lahore, Pakistan",74.4087364,31.585705
405,95750,THE LOGIC ISLAMIC TRUST SCHOOL,+92 332 4770407,"Lahore, Pakistan",74.40940172,31.56921214
406,95759,Dar-e-Arqam Schools Salamatpura Campus,,"plot- New Shalimar Housing Socity,, Street 12, Lahore, Pakistan",74.4094599,31.5819132
407,95776,honour school system,+92 42 36833695,"142, Grand Trunk Rd, Lahore, Pakistan",74.41053472,31.5880374
408,95800,Kingslay School,,"Fateh Garh, Lahore, Pakistan",74.4121599,31.5696942
409,95801,Unique High School & Science Academy,+92 332 4958038,"Jehangir Rd, Lahore, Pakistan",74.4125178,31.5692801
410,95818,The Right School,,"Taj Bagh Scheme, Lahore, Pakistan",74.41357029,31.5621731
411,95820,Modern School System,+92 324 8402987,"Taj Bagh Scheme, Lahore, Pakistan",74.4130809,31.55915
412,95839,Shaur Educational Complex,,"52 Service Road, Lahore, Pakistan",74.4132717,31.5713584
413,95848,124 saeed block canal bank,,"Road, Karachi, Pakistan",74.4137508,31.57390145
414,95850,Pak Public School,+92 334 4261717,"Lahore, Pakistan",74.4128251,31.5753386
415,95853,The Educators Allama Iqbal Campus2,,"163, Tufail Block, Canal Bank Housing society, Lahore, Pakistan",74.4133481,31.5766237
416,95857,al Suffha School Rajba Road,+92 42 36545786,"muhallah eid gah, salamat pura,, Lahore, Pakistan",74.41271271,31.58468942
417,95874,Unique Solutions,+92 42 36632927,"Taj Bagh Scheme, Lahore, Pakistan",74.4158862,31.5641703
418,95875,Unique Solutions,+92 42 36636938,"Taj Bagh Scheme, Lahore, Pakistan",74.4160594,31.5640807
419,95881,Air Foundation School System,,"Jehangir Rd, Lahore, Pakistan",74.41516,31.5698005
420,95884,New Lahore Cantt Public High School,,"Canal Rd, Canal Bank Housing Scheme, Aziz Bhatti Town, Lahore, Punjab, Lahore, Pakistan",74.41523,31.57005
421,95890,Cant Public High School,,"Canal Bank Housing Scheme, Lahore, Pakistan",74.4153011,31.5729155
422,95891,Taj Mehal Park Canal Bank Road,+92 42 36555428,"Godianwala, Lahore, Pakistan",74.4147643,31.5797348
423,95900,Flah-e- Moashra Elementary School,,"Pakistan, Lahore, Pakistan",74.41565958,31.60514556
424,95901,Al-Huda Public Girls High School,+92 321 6688795,"Lakhodher, Lahore, Pakistan",74.4156706,31.6103217
425,95913,Dar-ul-Madina (Islamic School) Taj Bagh,+92 42 37172788,"Taj Bagh Pul, Lahore, Pakistan",74.41738959,31.56996916
426,95937,Govt. Girl High School Lakhodair,+92 304 0461447,"Lahore, Pakistan",74.4173433,31.6072042
427,95960,JAMATDULDAWA SCHOOL,,"Pakistan, Lahore, Pakistan",74.4181206,31.5813369
